100
salm_50_genome/GCA_003874215.1_PDT000286187.3_genomic.fna	100.00	93.10	93.00	99.27	99.37	93.07	93.23	93.07	99.23	93.47	99.16	93.17	93.28	99.21	93.28	93.48	99.29	93.17	93.44	93.18	93.07	93.21	93.31	93.50	99.30	93.07	93.17	99.57	99.18	99.22	93.35	93.47	93.18	93.50	93.04	93.47	93.48	93.23	99.13	93.47	99.13	93.49	99.13	93.07	93.05	99.30	99.30	99.25	99.13	99.13	93.22	93.33	92.74	99.28	99.23	99.22	93.48	93.48	93.50	99.30	93.51	99.18	93.32	93.50	93.10	93.06	99.32	93.48	99.32	93.49	93.58	99.56	93.17	99.39	93.47	99.23	93.19	93.50	99.21	93.33	93.48	99.14	99.34	99.25	93.19	93.10	93.32	99.14	99.32	99.59	93.50	93.47	99.23	93.36	92.81	93.05	93.38	93.45	99.13	93.59
salm_50_genome/GCA_003894135.1_PDT000381598.1_genomic.fna	93.10	100.00	98.77	93.41	93.38	94.73	98.48	99.92	93.21	99.91	93.42	98.99	98.28	93.77	99.91	98.90	93.34	98.95	98.92	98.83	99.91	99.92	94.63	98.90	93.40	93.84	98.89	93.38	93.45	93.21	98.27	99.97	98.96	98.90	98.80	98.90	98.51	98.27	93.41	99.95	93.21	98.92	93.06	99.93	98.90	93.38	93.38	93.27	93.04	93.18	99.92	98.99	93.46	93.06	93.01	93.12	98.92	98.92	99.02	93.38	98.90	93.21	94.65	98.85	98.84	93.71	93.21	98.97	93.12	98.85	98.41	93.18	98.37	93.06	99.91	92.98	98.89	99.32	93.46	98.72	98.62	93.24	93.40	93.47	98.82	98.26	98.26	93.03	93.12	93.12	98.85	98.85	93.24	98.33	99.96	98.72	98.81	98.26	93.08	98.48
salm_50_genome/GCA_004260915.1_PDT000347735.1_genomic.fna	93.00	98.77	100.00	93.17	93.15	94.70	98.46	98.75	93.07	98.78	93.26	98.82	98.31	93.51	98.77	98.84	93.21	98.69	98.78	99.76	98.75	98.77	94.70	99.77	93.38	93.82	99.71	93.37	93.18	93.18	98.22	98.73	99.81	99.77	99.77	99.83	98.45	98.26	93.17	98.78	93.19	98.84	93.04	98.69	99.71	93.26	93.26	93.15	93.03	93.17	98.79	98.77	93.31	93.08	92.95	93.23	98.69	98.69	98.84	93.15	98.61	93.18	94.63	99.77	99.77	93.59	93.06	98.89	93.10	99.77	98.46	92.99	98.22	93.00	98.73	93.06	99.75	98.74	93.33	98.68	98.56	93.23	93.26	93.34	98.76	98.26	98.26	93.00	93.04	93.05	99.77	98.74	93.23	98.36	98.96	99.70	99.25	98.14	93.19	98.55
salm_50_genome/GCA_005734555.1_PDT000465134.1_genomic.fna	99.27	93.41	93.17	100.00	99.21	93.16	93.34	93.39	99.26	93.45	99.25	93.27	93.25	99.26	93.26	93.34	99.99	93.15	93.33	93.39	93.03	93.41	93.18	93.46	99.16	93.05	93.15	99.37	99.44	99.22	93.43	93.45	93.17	93.46	93.41	93.33	93.45	93.20	99.34	93.45	99.35	93.46	99.06	93.15	93.15	99.42	99.98	99.16	99.06	99.31	93.18	93.31	92.82	99.12	99.08	99.38	93.35	93.35	93.46	99.16	93.46	99.18	93.19	93.46	93.41	93.04	99.17	93.45	99.13	93.45	93.30	99.26	93.26	99.27	93.33	99.12	93.15	93.46	99.25	93.32	93.46	99.26	99.25	99.30	93.15	93.19	93.19	99.08	99.21	99.22	93.46	93.22	99.27	93.34	92.78	93.04	93.61	93.41	99.21	93.43
salm_50_genome/GCA_005902725.1_PDT000469255.1_genomic.fna	99.37	93.38	93.15	99.21	100.00	93.24	93.10	93.37	99.07	93.30	99.21	93.15	93.14	99.01	93.15	93.42	99.12	93.03	93.30	93.26	93.26	93.38	93.26	93.32	99.48	93.05	93.15	99.30	99.17	99.16	93.29	93.41	93.26	93.32	93.27	93.30	93.41	93.17	99.20	93.30	99.16	93.32	99.56	93.26	92.97	99.16	99.12	99.46	99.55	99.20	93.39	93.20	92.60	99.55	99.57	99.30	93.43	93.43	93.43	99.48	93.32	99.07	93.14	93.32	93.27	93.04	99.34	93.30	99.34	93.31	93.41	99.37	93.15	99.34	93.41	99.44	93.26	93.43	98.99	93.29	93.43	99.12	99.30	99.16	93.03	93.16	93.16	99.57	99.34	99.37	93.32	93.30	99.17	93.31	92.71	92.81	93.36	93.31	99.01	93.40
salm_50_genome/GCA_006015595.1_PDT000044140.4_genomic.fna	93.07	94.73	94.70	93.16	93.24	100.00	94.73	94.80	93.18	94.97	93.23	94.80	94.90	93.63	94.91	94.87	93.39	94.80	94.76	94.69	94.58	94.84	99.95	94.77	93.26	96.76	94.69	93.25	93.29	93.28	94.93	94.87	94.80	94.77	94.73	94.76	94.76	94.74	93.38	94.97	93.40	94.98	93.28	94.80	94.80	93.26	93.17	93.24	93.27	93.27	94.73	94.83	96.64	93.10	93.20	93.24	94.99	94.99	94.97	93.24	94.86	93.33	99.39	94.77	94.72	96.65	93.21	94.87	93.22	94.87	94.65	93.16	94.69	93.22	94.97	93.20	94.69	94.88	93.45	94.85	94.86	93.22	93.39	93.33	94.90	94.73	94.73	93.32	93.24	93.24	94.77	94.87	93.22	94.98	94.88	94.34	94.86	94.95	93.21	94.85
salm_50_genome/GCA_006206025.1_PDT000298366.2_genomic.fna	93.23	98.48	98.46	93.34	93.10	94.73	100.00	98.48	93.34	98.55	93.21	98.57	98.17	93.34	98.48	98.54	93.33	98.48	98.56	98.52	98.52	98.48	94.86	98.55	93.21	93.84	98.54	93.21	93.39	93.33	98.45	98.54	98.53	98.55	98.53	98.55	98.63	98.20	93.33	98.55	93.33	98.56	93.28	98.54	98.52	93.37	93.34	93.26	93.27	93.21	98.56	98.54	93.46	93.25	93.13	93.25	98.46	98.46	98.59	93.21	98.59	93.50	94.65	98.56	98.53	93.59	93.37	98.50	93.36	98.55	98.59	93.21	98.20	93.25	98.54	93.24	98.53	98.48	93.46	98.62	98.59	93.36	93.33	93.59	98.52	98.21	98.21	93.14	93.36	93.36	98.55	98.55	93.37	98.34	98.43	98.46	98.63	98.47	93.33	98.73
salm_50_genome/GCA_006520415.1_PDT000412169.1_genomic.fna	93.07	99.92	98.75	93.39	93.37	94.80	98.48	100.00	93.18	99.92	93.39	99.00	98.27	93.76	99.78	98.90	93.33	98.94	98.95	98.89	99.88	99.94	94.71	98.95	93.39	93.83	98.89	93.39	93.41	93.17	98.23	99.96	98.94	98.95	98.95	98.95	98.58	98.19	93.03	99.92	93.06	98.90	92.99	99.93	98.89	93.26	93.37	93.15	92.99	93.03	99.96	98.99	93.45	93.04	92.87	93.09	98.96	98.96	99.00	93.39	98.90	93.18	94.62	98.95	98.94	93.84	93.18	98.90	93.21	98.95	98.59	93.03	98.36	93.08	99.85	93.00	98.89	99.34	93.46	98.83	98.68	93.21	93.51	93.46	98.86	98.19	98.19	93.00	93.21	93.21	98.95	98.88	93.21	98.34	99.93	98.77	98.81	98.32	93.18	98.68
salm_50_genome/GCA_006573285.1_PDT000245917.2_genomic.fna	99.23	93.21	93.07	99.26	99.07	93.18	93.34	93.18	100.00	93.46	99.25	93.16	93.27	99.30	93.27	93.46	99.29	93.16	93.45	93.17	93.18	93.09	93.07	93.48	99.11	93.06	93.16	99.26	99.32	99.88	93.45	93.46	93.18	93.48	93.09	93.46	93.46	93.22	99.30	93.46	99.32	93.48	99.12	93.06	93.16	99.30	99.30	99.12	99.12	99.22	93.21	93.32	92.89	99.07	99.03	99.32	93.48	93.48	93.49	99.06	93.48	99.23	93.29	93.48	93.21	92.92	99.07	93.60	99.13	93.46	93.58	99.27	93.27	99.28	93.48	99.07	93.18	93.48	99.88	93.33	93.61	99.73	99.20	99.25	93.29	93.21	93.21	99.08	99.08	99.18	93.48	93.35	99.82	93.48	92.76	92.99	93.63	93.46	99.36	93.58
salm_50_genome/GCA_006586285.1_PDT000331962.1_genomic.fna	93.47	99.91	98.78	93.45	93.30	94.97	98.55	99.92	93.46	100.00	93.45	99.01	98.39	93.80	99.90	98.97	93.36	98.96	98.97	98.83	99.97	99.91	94.99	98.97	93.43	93.86	98.90	93.41	93.46	93.46	98.38	99.93	98.96	98.97	98.90	98.97	98.60	98.41	93.43	100.00	93.35	98.92	93.24	99.99	98.95	93.30	93.41	93.30	93.33	93.33	99.91	99.00	93.62	93.12	93.24	93.25	98.91	98.91	99.02	93.55	98.86	93.25	94.66	98.97	98.92	93.74	93.35	98.92	93.35	98.97	98.47	93.22	98.45	93.35	99.92	93.24	98.90	99.28	93.48	98.75	98.65	93.25	93.43	93.48	98.88	98.39	98.39	93.24	93.35	93.12	98.97	98.90	93.47	98.33	99.99	98.87	98.86	98.37	93.22	98.61
salm_50_genome/GCA_006600785.1_PDT000352021.1_genomic.fna	99.16	93.42	93.26	99.25	99.21	93.23	93.21	93.39	99.25	93.45	100.00	93.15	93.15	99.20	93.26	93.44	99.25	93.03	93.43	93.39	93.37	93.40	93.25	93.45	99.06	93.06	93.15	99.12	99.13	99.26	93.42	93.43	93.37	93.45	93.42	93.43	93.43	93.19	99.16	93.45	99.16	93.45	99.00	93.37	93.15	99.21	99.21	99.06	98.99	99.16	93.41	93.20	92.72	99.17	99.21	99.12	93.45	93.45	93.46	99.01	93.34	99.17	93.26	93.46	93.40	92.92	99.26	93.43	99.11	93.44	93.43	99.16	93.15	99.17	93.43	99.26	93.37	93.45	99.20	93.31	93.46	99.25	99.12	99.26	93.15	93.18	93.18	99.12	99.21	99.17	93.45	93.32	99.26	93.21	92.63	93.00	93.61	93.40	99.26	93.54
salm_50_genome/GCA_006621605.1_PDT000368074.1_genomic.fna	93.17	98.99	98.82	93.27	93.15	94.80	98.57	99.00	93.16	99.01	93.15	100.00	98.42	93.76	98.94	98.90	93.33	98.99	99.00	98.94	99.00	98.99	94.81	98.95	93.15	93.83	98.94	93.39	93.28	93.15	98.28	99.01	98.94	98.95	98.95	98.95	98.71	98.33	93.26	99.01	93.27	99.00	93.17	99.00	98.88	93.37	93.39	93.26	93.16	93.26	98.90	99.00	93.58	93.20	93.07	93.30	99.00	99.00	99.99	93.51	98.90	93.20	94.81	98.95	98.94	93.84	93.18	98.96	93.19	98.95	98.73	93.15	98.39	93.19	99.01	93.18	98.93	99.01	93.45	98.78	98.64	93.19	93.51	93.58	98.86	98.33	98.33	93.18	93.19	93.31	98.95	98.96	93.30	98.39	99.01	98.82	98.76	98.38	93.18	98.71
